,Column1,id,date,tweet,language,hashtags,cashtags,retweet,nlikes,nreplies,nretweets,"search ",tokens,trend
794,814,1.39065e+18,2021-05-07,"over the years, the discount gradually narrowed, and then some. currently $goog trades above $googl, probably due to share buybacks in $goog which increase the demand for $goog",en,[],"['goog', 'googl', 'goog', 'goog']",False,0.0,1.0,0.0,"$GOOG","['years,', 'discount', 'gradually', 'narrowed,', 'some.', 'currently', '$goog', 'trade', '$googl,', 'probably', 'due', 'share', 'buyback', '$goog', 'increase', 'demand', '$goog']",positive
806,828,1.39065e+18,2021-05-07,"rt us stocks are overvalued by 50% in the same stage as before great crash with dismal economic recovery, 25 ml unemployment, including small biz, unprecedented fed deficit $qqq $msft $goog $aapl $amzn $nflx $tsla $fb  https://t.co/amwcnuwkfu",en,[],"['qqq', 'msft', 'goog', 'aapl', 'amzn', 'nflx', 'tsla', 'fb']",False,0.0,0.0,0.0,"$GOOG","['u', 'stock', 'overvalued', '50%', 'stage', 'great', 'crash', 'dismal', 'economic', 'recovery,', '25', 'ml', 'unemployment,', 'including', 'small', 'biz,', 'unprecedented', 'fed', 'deficit', '$qqq', '$msft', '$goog', '$aapl', '$amzn', '$nflx', '$tsla', '$fb', 'https://t.co/amwcnuwkfu']",negative
808,830,1.39065e+18,2021-05-07,"rt us stocks are overvalued by 50% in the same stage as before great crash with dismal economic recovery, 25 ml unemployment, including small biz, unprecedented fed deficit $qqq $msft $goog $aapl $amzn $nflx $tsla $fb  https://t.co/cgjjynfdoe",en,[],"['qqq', 'msft', 'goog', 'aapl', 'amzn', 'nflx', 'tsla', 'fb']",False,1.0,0.0,0.0,"$GOOG","['u', 'stock', 'overvalued', '50%', 'stage', 'great', 'crash', 'dismal', 'economic', 'recovery,', '25', 'ml', 'unemployment,', 'including', 'small', 'biz,', 'unprecedented', 'fed', 'deficit', '$qqq', '$msft', '$goog', '$aapl', '$amzn', '$nflx', '$tsla', '$fb', 'https://t.co/cgjjynfdoe']",negative
809,831,1.39065e+18,2021-05-07,📈when i was novice i made a lot of mistakes then i came to know about this c0mmunity....📌it has really helped me to cut the l0ss and grow over past months.  really appreciate their effort👏  https://t.co/opq3wfb05h  ✌ $goog $kodk $crm $roku $atvi $snap $dbx  https://t.co/nkk9tybvze,en,[],"['goog', 'kodk', 'crm', 'roku', 'atvi', 'snap', 'dbx']",False,0.0,0.0,0.0,"$GOOG","['📈when', 'novice', 'made', 'lot', 'mistake', 'came', 'know', 'c0mmunity....📌it', 'really', 'helped', 'cut', 'l0ss', 'grow', 'past', 'months.', 'really', 'appreciate', 'effort👏', 'https://t.co/opq3wfb05h', '✌', '$goog', '$kodk', '$crm', '$roku', '$atvi', '$snap', '$dbx', 'https://t.co/nkk9tybvze']",negative
810,832,1.39065e+18,2021-05-07,1. extreme volatility 2. called extremely “overvalued” 3. some bad quarters 4. turbulent market conditions  $fb $amzn $goog $aapl $nflx all went through these stages and all of your growth stocks will too  be patient and enjoy the journey,en,[],"['fb', 'amzn', 'goog', 'aapl', 'nflx']",False,15.0,0.0,1.0,"$GOOG","['1.', 'extreme', 'volatility', '2.', 'called', 'extremely', '“overvalued”', '3.', 'bad', 'quarter', '4.', 'turbulent', 'market', 'condition', '$fb', '$amzn', '$goog', '$aapl', '$nflx', 'went', 'stage', 'growth', 'stock', 'patient', 'enjoy', 'journey']",negative
817,839,1.39064e+18,2021-05-07,@trendspider good morning @trendspider     $roku played for er  $txg  yesterday heavy dump if market is green it will turn. $goog played 2400 call yesterday was strong for it looking to break 2400,en,[],"['roku', 'txg', 'goog']",False,0.0,1.0,0.0,"$GOOG","['@trendspider', 'good', 'morning', '@trendspider', '$roku', 'played', 'er', '$txg', 'yesterday', 'heavy', 'dump', 'market', 'green', 'turn.', '$goog', 'played', '2400', 'call', 'yesterday', 'strong', 'looking', 'break', '2400']",positive
825,847,1.39062e+18,2021-05-07,#ark funds busy 5/6: notable buys $sklz $z $path $meli $jd $bill $twlo $coin $u $irdm $twtr $se $pton $okta sells $ice $aapl $si $mktx $hdb $srpt $rhhby $rgen $bidu #wkhs $isrg $cat $de $spce $kmtuy $pins $crwd $fsly $goog $tdy  https://t.co/4pf89y7e8n,en,"['ark', 'wkhs']","['sklz', 'z', 'path', 'meli', 'jd', 'bill', 'twlo', 'coin', 'u', 'irdm', 'twtr', 'se', 'pton', 'okta', 'ice', 'aapl', 'si', 'mktx', 'hdb', 'srpt', 'rhhby', 'rgen', 'bidu', 'isrg', 'cat', 'de', 'spce', 'kmtuy', 'pins', 'crwd', 'fsly', 'goog', 'tdy']",False,2.0,0.0,0.0,"$GOOG","['#ark', 'fund', 'busy', '5/6:', 'notable', 'buy', '$sklz', '$z', '$path', '$meli', '$jd', '$bill', '$twlo', '$coin', '$u', '$irdm', '$twtr', '$se', '$pton', '$okta', 'sell', '$ice', '$aapl', '$si', '$mktx', '$hdb', '$srpt', '$rhhby', '$rgen', '$bidu', '#wkhs', '$isrg', '$cat', '$de', '$spce', '$kmtuy', '$pins', '$crwd', '$fsly', '$goog', '$tdy', 'https://t.co/4pf89y7e8n']",positive
826,849,1.39062e+18,2021-05-07,$arkk $arkq $arkw $arkf $ark (1/2)  rilevanti sell di ark invest il 2021-05-06:  - $aapl apple  - $bidu baidu  - $cat caterpillar  - $crwd crowdstrike  - $de deere &amp; co  - $fsly fastly  - $goog alphabet  - $hdb hdfc bank ltd  - $ice inter exchange  - $isrg intuitive surgical,en,[],"['arkk', 'arkq', 'arkw', 'arkf', 'ark', 'aapl', 'bidu', 'cat', 'crwd', 'de', 'fsly', 'goog', 'hdb', 'ice', 'isrg']",False,0.0,1.0,0.0,"$GOOG","['$arkk', '$arkq', '$arkw', '$arkf', '$ark', '(1/2)', 'rilevanti', 'sell', 'di', 'ark', 'invest', 'il', '2021-05-06:', '$aapl', 'apple', '$bidu', 'baidu', '$cat', 'caterpillar', '$crwd', 'crowdstrike', '$de', 'deere', '&amp;', 'co', '$fsly', 'fastly', '$goog', 'alphabet', '$hdb', 'hdfc', 'bank', 'ltd', '$ice', 'inter', 'exchange', '$isrg', 'intuitive', 'surgical']",negative
830,853,1.39061e+18,2021-05-07,"$goog in downtrend: its price expected to drop as it breaks its higher bollinger band on april 28, 2021. view odds for this and other indicators:  https://t.co/7dpnbf3mke #alphabet #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today  https://t.co/2sz9aberak",en,"['alphabet', 'stockmarket', 'stock', 'technicalanalysis', 'money', 'trading', 'investing', 'daytrading', 'news', 'today']",['goog'],False,0.0,0.0,0.0,"$GOOG","['$goog', 'downtrend:', 'price', 'expected', 'drop', 'break', 'higher', 'bollinger', 'band', 'april', '28,', '2021.', 'view', 'odds', 'indicators:', 'https://t.co/7dpnbf3mke', '#alphabet', '#stockmarket', '#stock', '#technicalanalysis', '#money', '#trading', '#investing', '#daytrading', '#news', '#today', 'https://t.co/2sz9aberak']",negative
833,856,1.3906e+18,2021-05-07,"with #fed assets and us #stocks in lockstep, yellen suggests fed behind the curve $amzn $goog $fb $aapl $msft $tsla  https://t.co/u4da8vu2za",en,"['fed', 'stocks']","['amzn', 'goog', 'fb', 'aapl', 'msft', 'tsla']",False,1.0,0.0,1.0,"$GOOG","['#fed', 'asset', 'u', '#stocks', 'lockstep,', 'yellen', 'suggests', 'fed', 'behind', 'curve', '$amzn', '$goog', '$fb', '$aapl', '$msft', '$tsla', 'https://t.co/u4da8vu2za']",uncertainty
835,858,1.39059e+18,2021-05-07,"$gpl a mining company that has been massively oversold, a recovery is in the works could reach $1.16+ within a couple days, #silver is also rising! other investment ideas $cciv $nio $aapl $amzn $fb $wmt $tgt $msft $ibm $goog $googl $zm $pypl stock tip $gpl  https://t.co/e9nt3su22y",en,['silver'],"['gpl', 'cciv', 'nio', 'aapl', 'amzn', 'fb', 'wmt', 'tgt', 'msft', 'ibm', 'goog', 'googl', 'zm', 'pypl', 'gpl']",False,1.0,0.0,0.0,"$GOOG","['$gpl', 'mining', 'company', 'massively', 'oversold,', 'recovery', 'work', 'could', 'reach', '$1.16+', 'within', 'couple', 'days,', '#silver', 'also', 'rising!', 'investment', 'idea', '$cciv', '$nio', '$aapl', '$amzn', '$fb', '$wmt', '$tgt', '$msft', '$ibm', '$goog', '$googl', '$zm', '$pypl', 'stock', 'tip', '$gpl', 'https://t.co/e9nt3su22y']",uncertainty
836,859,1.39058e+18,2021-05-07,"$wyy a ticker that has been massively oversold to the point of sickness at the sight of the current price, $wyy could within days be at $13.00+! other investment ideas $asml $regn $lrcx $tmo $uhal $orly $payc $aapl $amzn $fb $msft $tsla $goog $googl $wmt $tgt stock tip $wyy  https://t.co/hamxqqg9pf",en,[],"['wyy', 'wyy', 'asml', 'regn', 'lrcx', 'tmo', 'uhal', 'orly', 'payc', 'aapl', 'amzn', 'fb', 'msft', 'tsla', 'goog', 'googl', 'wmt', 'tgt', 'wyy']",False,2.0,0.0,1.0,"$GOOG","['$wyy', 'ticker', 'massively', 'oversold', 'point', 'sickness', 'sight', 'current', 'price,', '$wyy', 'could', 'within', 'day', '$13.00+!', 'investment', 'idea', '$asml', '$regn', '$lrcx', '$tmo', '$uhal', '$orly', '$payc', '$aapl', '$amzn', '$fb', '$msft', '$tsla', '$goog', '$googl', '$wmt', '$tgt', 'stock', 'tip', '$wyy', 'https://t.co/hamxqqg9pf']",uncertainty
843,866,1.39056e+18,2021-05-07,"#uk: #search +5.3% y/y to $9.41b in 2020 (vs +17.7% y/y in 2019) - #travel search esp down, exp 36.7% decline in 2020 #digital #adspend. #digitalmarketing #mcommerce #retail #retailmarketing #seo #sem #digitaladvertising $goog $msft",en,"['uk', 'search', 'travel', 'digital', 'adspend', 'digitalmarketing', 'mcommerce', 'retail', 'retailmarketing', 'seo', 'sem', 'digitaladvertising']","['goog', 'msft']",False,2.0,0.0,0.0,"$GOOG","['#uk:', '#search', '+5.3%', 'y/y', '$9.41b', '2020', '(vs', '+17.7%', 'y/y', '2019)', '#travel', 'search', 'esp', 'down,', 'exp', '36.7%', 'decline', '2020', '#digital', '#adspend.', '#digitalmarketing', '#mcommerce', '#retail', '#retailmarketing', '#seo', '#sem', '#digitaladvertising', '$goog', '$msft']",negative
848,871,1.39055e+18,2021-05-07,"$wyy a ticker that has been massively oversold to the point of sickness at the sight of the current price, $wyy could within days be at $13.00+! other investment ideas $qqq $mktx $now $nflx $xpev $algn $gme $goog $googl $brk.a $brk.b $riot $mara stock tip $wyy  https://t.co/jviqylqmqn",en,[],"['wyy', 'wyy', 'qqq', 'mktx', 'now', 'nflx', 'xpev', 'algn', 'gme', 'goog', 'googl', 'brk.a', 'brk.b', 'riot', 'mara', 'wyy']",False,0.0,0.0,0.0,"$GOOG","['$wyy', 'ticker', 'massively', 'oversold', 'point', 'sickness', 'sight', 'current', 'price,', '$wyy', 'could', 'within', 'day', '$13.00+!', 'investment', 'idea', '$qqq', '$mktx', '$now', '$nflx', '$xpev', '$algn', '$gme', '$goog', '$googl', '$brk.a', '$brk.b', '$riot', '$mara', 'stock', 'tip', '$wyy', 'https://t.co/jviqylqmqn']",uncertainty
850,873,1.39055e+18,2021-05-07,"$goog on watch as it can break out of this descending broadening formation in a bullish way. if it breaks the uptrend, this can go lower and lower, but depends on $spy #goog #google #stocks #stocktowatch #stockstobuy #stockmarket #chartidea  https://t.co/wdhcbri1ca",en,"['goog', 'google', 'stocks', 'stocktowatch', 'stockstobuy', 'stockmarket', 'chartidea']","['goog', 'spy']",False,0.0,0.0,0.0,"$GOOG","['$goog', 'watch', 'break', 'descending', 'broadening', 'formation', 'bullish', 'way.', 'break', 'uptrend,', 'go', 'lower', 'lower,', 'depends', '$spy', '#goog', '#google', '#stocks', '#stocktowatch', '#stockstobuy', '#stockmarket', '#chartidea', 'https://t.co/wdhcbri1ca']",negative
855,878,1.39054e+18,2021-05-07,#ark investment trades of 05/06   sell //   $ice $aapl $si $mktx $hdb $tak $syrs $srpt $rhhby $psti $phr $nstg $tree $regn $bidu $ntdoy $nvs $onvo $pstg $wkhs $isrg $cat $de $spce $kmtuy $pins $adyey $crwd $fsly $goog $tdy  #stockstowatch    https://t.co/zo8zmkinix  https://t.co/n9xnlvv7h0,en,"['ark', 'stockstowatch']","['ice', 'aapl', 'si', 'mktx', 'hdb', 'tak', 'syrs', 'srpt', 'rhhby', 'psti', 'phr', 'nstg', 'tree', 'regn', 'bidu', 'ntdoy', 'nvs', 'onvo', 'pstg', 'wkhs', 'isrg', 'cat', 'de', 'spce', 'kmtuy', 'pins', 'adyey', 'crwd', 'fsly', 'goog', 'tdy']",False,0.0,0.0,0.0,"$GOOG","['#ark', 'investment', 'trade', '05/06', 'sell', '//', '$ice', '$aapl', '$si', '$mktx', '$hdb', '$tak', '$syrs', '$srpt', '$rhhby', '$psti', '$phr', '$nstg', '$tree', '$regn', '$bidu', '$ntdoy', '$nvs', '$onvo', '$pstg', '$wkhs', '$isrg', '$cat', '$de', '$spce', '$kmtuy', '$pins', '$adyey', '$crwd', '$fsly', '$goog', '$tdy', '#stockstowatch', 'https://t.co/zo8zmkinix', 'https://t.co/n9xnlvv7h0']",positive
861,884,1.39053e+18,2021-05-07,$arkx may 06 to may 07 change in shares held:  $6301 -0.93% $goog -15.13% $path 115.32% 🔥🔥 $prnt 1.58% $tdy -28.54%,en,[],"['arkx', 'goog', 'path', 'prnt', 'tdy']",False,0.0,0.0,0.0,"$GOOG","['$arkx', 'may', '06', 'may', '07', 'change', 'share', 'held:', '$6301', '-0.93%', '$goog', '-15.13%', '$path', '115.32%', '🔥🔥', '$prnt', '1.58%', '$tdy', '-28.54%']",uncertainty
874,897,1.39049e+18,2021-05-07,seeing an increase of activist positions focusing on problematic company culture / lack of diversity $goog $intc,en,[],"['goog', 'intc']",False,0.0,1.0,0.0,"$GOOG","['seeing', 'increase', 'activist', 'position', 'focusing', 'problematic', 'company', 'culture', 'lack', 'diversity', '$goog', '$intc']",negative
879,903,1.39049e+18,2021-05-07,"@teslacharts i'll let the smart guys try to figure ark out, but i am disappointed that crazie cathie sold all her farm equipment stocks (wtf, anyway). also, why was $goog (sold) in the new space etf, and why the trading/churn in such a new etf? lack of conviction?  $tsla $tslaq $arkk $arkx  https://t.co/s5twle6orn",en,[],"['goog', 'tsla', 'tslaq', 'arkk', 'arkx']",False,8.0,1.0,0.0,"$GOOG","['@teslacharts', ""i'll"", 'let', 'smart', 'guy', 'try', 'figure', 'ark', 'out,', 'disappointed', 'crazie', 'cathie', 'sold', 'farm', 'equipment', 'stock', '(wtf,', 'anyway).', 'also,', '$goog', '(sold)', 'new', 'space', 'etf,', 'trading/churn', 'new', 'etf?', 'lack', 'conviction?', '$tsla', '$tslaq', '$arkk', '$arkx', 'https://t.co/s5twle6orn']",negative
882,907,1.39048e+18,2021-05-07,"$wyy a ticker that has been massively oversold to the point of sickness at the sight of the current undervalued price, $wyy within days could easily be at $13.00+! other investment ideas $aapl $amzn $msft $ibm $tsla $goog $googl $nio $cciv $eh $jpm $virt stock tip $wyy  https://t.co/iyjstgjmmb",en,[],"['wyy', 'wyy', 'aapl', 'amzn', 'msft', 'ibm', 'tsla', 'goog', 'googl', 'nio', 'cciv', 'eh', 'jpm', 'virt', 'wyy']",False,0.0,0.0,0.0,"$GOOG","['$wyy', 'ticker', 'massively', 'oversold', 'point', 'sickness', 'sight', 'current', 'undervalued', 'price,', '$wyy', 'within', 'day', 'could', 'easily', '$13.00+!', 'investment', 'idea', '$aapl', '$amzn', '$msft', '$ibm', '$tsla', '$goog', '$googl', '$nio', '$cciv', '$eh', '$jpm', '$virt', 'stock', 'tip', '$wyy', 'https://t.co/iyjstgjmmb']",positive
883,908,1.39048e+18,2021-05-07,"$fb healthy bounce off the 13ma. $goog is looking strong at the 13ma as well. $msft 50ma has held so far, like $amzn that level will need to hold to prevent risk of another leg lower. $nflx is in more trouble, below the 200ma &amp; the trap door flush has opened.  https://t.co/f594shvkn4",en,[],"['fb', 'goog', 'msft', 'amzn', 'nflx']",False,1.0,0.0,0.0,"$GOOG","['$fb', 'healthy', 'bounce', '13ma.', '$goog', 'looking', 'strong', '13ma', 'well.', '$msft', '50ma', 'held', 'far,', 'like', '$amzn', 'level', 'need', 'hold', 'prevent', 'risk', 'another', 'leg', 'lower.', '$nflx', 'trouble,', '200ma', '&amp;', 'trap', 'door', 'flush', 'opened.', 'https://t.co/f594shvkn4']",uncertainty
898,923,1.39044e+18,2021-05-06,"beware of the business that calls itself “the next [insert name of the company]”  historically the greatest businesses aren’t the “next” anything, they’re actually the first or the best of their kind   the next $amzn is probably $amzn, the next $goog is probably $goog....etc",en,[],"['amzn', 'amzn', 'goog', 'goog']",False,11.0,2.0,1.0,"$GOOG","['beware', 'business', 'call', '“the', 'next', '[insert', 'name', 'company]”', 'historically', 'greatest', 'business', 'aren’t', '“next”', 'anything,', 'they’re', 'actually', 'first', 'best', 'kind', 'next', '$amzn', 'probably', '$amzn,', 'next', '$goog', 'probably', '$goog....etc']",positive
901,926,1.39043e+18,2021-05-06,"5.6.21 notes  morning reject of balance bottom, vpoc held, then rallied back inside balance (on good vol), closed the gap, and ended on a spike. also, over the pweek settle for the first time.  $es_f $nq_f $spy $spx $ndx $qqq $amzn $shop $amzn $tsla $lrcx $tsla $bidu $goog $path  https://t.co/0rvunubpvz",en,[],"['es_f', 'nq_f', 'spy', 'spx', 'ndx', 'qqq', 'amzn', 'shop', 'amzn', 'tsla', 'lrcx', 'tsla', 'bidu', 'goog', 'path']",False,0.0,0.0,0.0,"$GOOG","['5.6.21', 'note', 'morning', 'reject', 'balance', 'bottom,', 'vpoc', 'held,', 'rallied', 'back', 'inside', 'balance', '(on', 'good', 'vol),', 'closed', 'gap,', 'ended', 'spike.', 'also,', 'pweek', 'settle', 'first', 'time.', '$es_f', '$nq_f', '$spy', '$spx', '$ndx', '$qqq', '$amzn', '$shop', '$amzn', '$tsla', '$lrcx', '$tsla', '$bidu', '$goog', '$path', 'https://t.co/0rvunubpvz']",negative
910,935,1.39043e+18,2021-05-06,"tesla, apple supplier delta to pour $7m in ai semiconductor startup amid chip shortage $aapl $baba $goog  https://t.co/a5jns8tfof przez @benzinga",en,[],"['aapl', 'baba', 'goog']",False,0.0,0.0,0.0,"$GOOG","['tesla,', 'apple', 'supplier', 'delta', 'pour', '$7m', 'ai', 'semiconductor', 'startup', 'amid', 'chip', 'shortage', '$aapl', '$baba', '$goog', 'https://t.co/a5jns8tfof', 'przez', '@benzinga']",negative
915,940,1.39042e+18,2021-05-06,@jj4prez18 @ethanshiri @ophirgottlieb your statement is flawed in so many ways. $roku will have to partner up with several companies to compete with behemoths like $fb or $goog.  $fb has different revenue streams besides ads and so does $goog. if you think $roku is a $1t company imma laugh. maybe in like 10 years.,en,[],"['roku', 'fb', 'goog', 'fb', 'goog', 'roku']",False,1.0,1.0,1.0,"$GOOG","['@jj4prez18', '@ethanshiri', '@ophirgottlieb', 'statement', 'flawed', 'many', 'ways.', '$roku', 'partner', 'several', 'company', 'compete', 'behemoth', 'like', '$fb', '$goog.', '$fb', 'different', 'revenue', 'stream', 'besides', 'ad', '$goog.', 'think', '$roku', '$1t', 'company', 'imma', 'laugh.', 'maybe', 'like', '10', 'years.']",negative
921,946,1.39041e+18,2021-05-06,@yigh @page_esquire i don't understand the need to own some silly business with weak fundamentals on the hope of a lightning-strike-twice squeeze. just own the best assets in the world and you'll be ok. $hd $cost $gs $jpm $amzn $fb $goog,en,[],"['hd', 'cost', 'gs', 'jpm', 'amzn', 'fb', 'goog']",False,0.0,2.0,0.0,"$GOOG","['@yigh', '@page_esquire', 'understand', 'need', 'silly', 'business', 'weak', 'fundamental', 'hope', 'lightning-strike-twice', 'squeeze.', 'best', 'asset', 'world', 'ok.', '$hd', '$cost', '$gs', '$jpm', '$amzn', '$fb', '$goog']",positive
922,947,1.39041e+18,2021-05-06,exclusive: why citron research's andrew left says jumia could be buyout target  related tickers: $amzn $msft $goog $fb $googl $jmia read more at:  https://t.co/814aiyzs1s,en,[],"['amzn', 'msft', 'goog', 'fb', 'googl', 'jmia']",False,0.0,0.0,0.0,"$GOOG","['exclusive:', 'citron', ""research's"", 'andrew', 'left', 'say', 'jumia', 'could', 'buyout', 'target', 'related', 'tickers:', '$amzn', '$msft', '$goog', '$fb', '$googl', '$jmia', 'read', 'at:', 'https://t.co/814aiyzs1s']",uncertainty
923,948,1.3904e+18,2021-05-06,@zaidjilani @robbysoave you'd better hurry and short $goog before investors figure out that facebook has a monopoly on ads and online communication.  lotta money to be made.,en,[],['goog'],False,5.0,0.0,0.0,"$GOOG","['@zaidjilani', '@robbysoave', 'better', 'hurry', 'short', '$goog', 'investor', 'figure', 'facebook', 'monopoly', 'ad', 'online', 'communication.', 'lotta', 'money', 'made.']",positive
926,951,1.3904e+18,2021-05-06,"thursday's top flow in #nasdaq #nasdaq100, buy flow &amp; sell flow $amzn $anss $algn $mrna $vrsk $fisv $ctsh $regn $bkng $cost $tsla $aapl $meli $klac $fb $goog $cdw $pypl $csco $msft #stock #stocks #stockmarket #investment #investing  https://t.co/5je2nlrw3b  https://t.co/e07onxloco",en,"['nasdaq', 'nasdaq100', 'stock', 'stocks', 'stockmarket', 'investment', 'investing']","['amzn', 'anss', 'algn', 'mrna', 'vrsk', 'fisv', 'ctsh', 'regn', 'bkng', 'cost', 'tsla', 'aapl', 'meli', 'klac', 'fb', 'goog', 'cdw', 'pypl', 'csco', 'msft']",False,1.0,0.0,2.0,"$GOOG","[""thursday's"", 'top', 'flow', '#nasdaq', '#nasdaq100,', 'buy', 'flow', '&amp;', 'sell', 'flow', '$amzn', '$anss', '$algn', '$mrna', '$vrsk', '$fisv', '$ctsh', '$regn', '$bkng', '$cost', '$tsla', '$aapl', '$meli', '$klac', '$fb', '$goog', '$cdw', '$pypl', '$csco', '$msft', '#stock', '#stocks', '#stockmarket', '#investment', '#investing', 'https://t.co/5je2nlrw3b', 'https://t.co/e07onxloco']",positive
930,955,1.3904e+18,2021-05-06,"@tarabull808 @ceoadam loser stonk $amc -20% in 4 wks, could have bought $hd for +35% in 6 wks. stick with large caps $gs $cost $goog  https://t.co/qxmo23lowt",en,[],"['amc', 'hd', 'gs', 'cost', 'goog']",False,0.0,0.0,0.0,"$GOOG","['@tarabull808', '@ceoadam', 'loser', 'stonk', '$amc', '-20%', '4', 'wks,', 'could', 'bought', '$hd', '+35%', '6', 'wks.', 'stick', 'large', 'cap', '$gs', '$cost', '$goog', 'https://t.co/qxmo23lowt']",uncertainty
950,975,1.39039e+18,2021-05-06,fox: tubi avod offsets lack of super bowl broadcast  $viac $cmcsa $dis $nflx $aapl $t $sne $roku $amzn $disca $lgf $twtr $fox $fb $goog $snap $stx $mgm $quibi $prime $hulu $pluto $tubi $hbo $fb $baba $bidu $iq $twtr $fubo $ea $atvi $msft  https://t.co/miy4sbeyed,en,[],"['viac', 'cmcsa', 'dis', 'nflx', 'aapl', 't', 'sne', 'roku', 'amzn', 'disca', 'lgf', 'twtr', 'fox', 'fb', 'goog', 'snap', 'stx', 'mgm', 'quibi', 'prime', 'hulu', 'pluto', 'tubi', 'hbo', 'fb', 'baba', 'bidu', 'iq', 'twtr', 'fubo', 'ea', 'atvi', 'msft']",False,0.0,0.0,1.0,"$GOOG","['fox:', 'tubi', 'avod', 'offset', 'lack', 'super', 'bowl', 'broadcast', '$viac', '$cmcsa', '$dis', '$nflx', '$aapl', '$t', '$sne', '$roku', '$amzn', '$disca', '$lgf', '$twtr', '$fox', '$fb', '$goog', '$snap', '$stx', '$mgm', '$quibi', '$prime', '$hulu', '$pluto', '$tubi', '$hbo', '$fb', '$baba', '$bidu', '$iq', '$twtr', '$fubo', '$ea', '$atvi', '$msft', 'https://t.co/miy4sbeyed']",negative
958,983,1.39039e+18,2021-05-06,roku and fire tv losing global market share as streaming explodes $viac $cmcsa $dis $nflx $aapl $t $sne $roku $amzn $disca $lgf $twtr $fox $fb $goog $snap $stx $mgm $quibi $prime $hulu $pluto $tubi $hbo $fb $baba $bidu $iq $twtr $fubo $ea $atvi $msft  https://t.co/vijv0wnqrc,en,[],"['viac', 'cmcsa', 'dis', 'nflx', 'aapl', 't', 'sne', 'roku', 'amzn', 'disca', 'lgf', 'twtr', 'fox', 'fb', 'goog', 'snap', 'stx', 'mgm', 'quibi', 'prime', 'hulu', 'pluto', 'tubi', 'hbo', 'fb', 'baba', 'bidu', 'iq', 'twtr', 'fubo', 'ea', 'atvi', 'msft']",False,0.0,0.0,1.0,"$GOOG","['roku', 'fire', 'tv', 'losing', 'global', 'market', 'share', 'streaming', 'explodes', '$viac', '$cmcsa', '$dis', '$nflx', '$aapl', '$t', '$sne', '$roku', '$amzn', '$disca', '$lgf', '$twtr', '$fox', '$fb', '$goog', '$snap', '$stx', '$mgm', '$quibi', '$prime', '$hulu', '$pluto', '$tubi', '$hbo', '$fb', '$baba', '$bidu', '$iq', '$twtr', '$fubo', '$ea', '$atvi', '$msft', 'https://t.co/vijv0wnqrc']",negative
964,989,1.39038e+18,2021-05-06,$roku roku feels comfortable enough to mess with $goog. bet on a big beat. the question is will anyone care?  #recallgavinnewsom  @ophirgottlieb @saxena_puru @saxena_puru @,en,['recallgavinnewsom'],"['roku', 'goog']",False,1.0,0.0,0.0,"$GOOG","['$roku', 'roku', 'feel', 'comfortable', 'enough', 'mess', '$goog.', 'bet', 'big', 'beat.', 'question', 'anyone', 'care?', '#recallgavinnewsom', '@ophirgottlieb', '@saxena_puru', '@saxena_puru']",negative
968,994,1.39038e+18,2021-05-06,$goog $googl new article : texas federal judge hears arguments for date of google trial  https://t.co/qpywimc8ap get all the latest $goog related news here :  https://t.co/cboanl2bcm  https://t.co/r1f76qqwpo,en,[],"['goog', 'googl', 'goog']",False,0.0,0.0,0.0,"$GOOG","['$goog', '$googl', 'new', 'article', 'texas', 'federal', 'judge', 'hears', 'argument', 'date', 'google', 'trial', 'https://t.co/qpywimc8ap', 'get', 'latest', '$goog', 'related', 'news', 'https://t.co/cboanl2bcm', 'https://t.co/r1f76qqwpo']",negative
970,996,1.39038e+18,2021-05-06,$btc $eth $link $xtz $ada $vet $knc $sxp $twtr $es $jd $baba $bidu $tme $tsla  $spy $qqq $dis $tsla $shop $amd $aapl $sq $amzn  $ea $sedg $ma $v $ko $pypl $rcl $goog $nkla $dkng $hd $roku $nflx $fb  $gld $vxx $msft sell btc right now! we gonna dump! high funding fees,en,[],"['btc', 'eth', 'link', 'xtz', 'ada', 'vet', 'knc', 'sxp', 'twtr', 'es', 'jd', 'baba', 'bidu', 'tme', 'tsla', 'spy', 'qqq', 'dis', 'tsla', 'shop', 'amd', 'aapl', 'sq', 'amzn', 'ea', 'sedg', 'ma', 'v', 'ko', 'pypl', 'rcl', 'goog', 'nkla', 'dkng', 'hd', 'roku', 'nflx', 'fb', 'gld', 'vxx', 'msft']",False,1.0,0.0,0.0,"$GOOG","['$btc', '$eth', '$link', '$xtz', '$ada', '$vet', '$knc', '$sxp', '$twtr', '$es', '$jd', '$baba', '$bidu', '$tme', '$tsla', '$spy', '$qqq', '$dis', '$tsla', '$shop', '$amd', '$aapl', '$sq', '$amzn', '$ea', '$sedg', '$ma', '$v', '$ko', '$pypl', '$rcl', '$goog', '$nkla', '$dkng', '$hd', '$roku', '$nflx', '$fb', '$gld', '$vxx', '$msft', 'sell', 'btc', 'right', 'now!', 'gonna', 'dump!', 'high', 'funding', 'fee']",negative
973,999,1.39037e+18,2021-05-06,texas federal judge hears arguments for date of google trial $goog  https://t.co/umnlqvc6ym,en,[],['goog'],False,0.0,0.0,0.0,"$GOOG","['texas', 'federal', 'judge', 'hears', 'argument', 'date', 'google', 'trial', '$goog', 'https://t.co/umnlqvc6ym']",negative
